datenquelle|standdatum|offertnummerintern|typ|auspraegung|vertriebspersonid
6050|20170128|00105158928|9| |1313907
6050|20170128|00105158929|12|1|1313908
6050|20170128|00105158929|9| |1313908
6050|20170128|00105158929|11|1|1313908
6050|20170128|00105158930|12|1|1313909
6050|20170128|00105158930|11|1|1313909
6050|20170128|00105158930|9| |1313909
6050|20170128|00105158942|12|1|1313922
6050|20170128|00105158942|11|1|1313922
6050|20170128|00105158942|9| |1313922
6050|20170128|00105158945|12|1|1313928
6050|20170128|00105158945|9| |1313928
6050|20170128|00105158945|11|1|1313928
6050|20170128|00105158939|12|1|1313926
6050|20170128|00105158939|11|1|1313926
6050|20170128|00105158939|9| |1313926
6050|20170128|00105158943|12|1|1313923
6050|20170128|00105158943|11|1|1313923
6050|20170128|00105158943|9| |1313923
6050|20170128|00105158959|12|1|1313946
6050|20170128|00105158959|11|1|1313946
6050|20170128|00105158959|9| |1313946
6050|20170128|00105158961|12|1|1313947
6050|20170128|00105158961|11|1|1313947
6050|20170128|00105158961|9| |1313947
6050|20170128|00105158963|12|1|1313949
6050|20170128|00105158963|11|1|1313949
6050|20170128|00105158963|9| |1313949
6050|20170128|00105158962|12|1|1313948
6050|20170128|00105158962|11|1|1313948
6050|20170128|00105158962|9| |1313948
6050|20170128|00105158985|12|1|1313971
6050|20170128|00105158985|9| |1313971
6050|20170128|00105158985|11|1|1313971
6050|20170128|00105158986|12|1|1313972
6050|20170128|00105158986|11|1|1313972
6050|20170128|00105158986|9| |1313972
6050|20170128|00105158987|12|1|1313973
6050|20170128|00105158987|11|1|1313973
6050|20170128|00105158987|9| |1313973
6050|20170128|00105159001|12|1|1313991
6050|20170128|00105159001|11|1|1313991
6050|20170128|00105159001|9| |1313991
6050|20170128|00105159003|12|1|1313993
6050|20170128|00105159003|9| |1313993
6050|20170128|00105159003|11|1|1313993
6050|20170128|00105159002|12|1|1313992
6050|20170128|00105159002|11|1|1313992
6050|20170128|00105159002|9| |1313992
6050|20170128|00105159004|12|1|1313994
6050|20170128|00105159004|11|1|1313994
6050|20170128|00105159004|9| |1313994
6050|20170128|00105159005|12|1|1313995
6050|20170128|00105159005|11|1|1313995
6050|20170128|00105159005|9| |1313995
6050|20170128|00105158163|12|1|1313080
6050|20170128|00105158163|11|1|1313080
6050|20170128|00105158163|9| |1313080
6050|20170128|00105158163|10|1|1313080
6050|20170128|00105159018|12|1|1314008
6050|20170128|00105159018|11|1|1314008
6050|20170128|00105159018|9| |1314013
6050|20170128|00105159021|12|1|1314012
6050|20170128|00105159021|11|1|1314012
6050|20170128|00105159021|9| |1314012
6050|20170128|00105159022|12|1|1314014
6050|20170128|00105159022|11|1|1314014
6050|20170128|00105159022|9| |1314014
6050|20170128|00105159024|12|1|1314016
6050|20170128|00105159024|11|1|1314016
6050|20170128|00105159024|9| |1314016
6050|20170128|00105159043|12|1|1314037
6050|20170128|00105159043|11|1|1314037
6050|20170128|00105159043|9| |1314037
6050|20170128|00105159045|12|1|1314039
6050|20170128|00105159045|9| |1314039
6050|20170128|00105159045|11|1|1314039
6050|20170128|00105159027|12|1|1314019
6050|20170128|00105159027|11|1|1314019
6050|20170128|00105159027|9| |1314019
6050|20170128|00105159261|12|1|1314264
6050|20170128|00105159261|9| |1314264
6050|20170128|00105159261|11|1|1314264
6050|20170128|00105159260|12|1|1314263
6050|20170128|00105159260|11|1|1314263
6050|20170128|00105159117|9| |1314291
6050|20170128|00105159293|12|1|1314296
6050|20170128|00105159293|9| |1314296
6050|20170128|00105159293|11|1|1314296
6050|20170128|00105159303|12|1|1314308
6050|20170128|00105159303|9| |1314308
6050|20170128|00105159303|11|1|1314308
6050|20170128|00105159305|12|1|1314310
6050|20170128|00105159305|11|1|1314310
6050|20170128|00105159305|9| |1314310
6050|20170128|00105159308|12|1|1314313
6050|20170128|00105159308|11|1|1314313
6050|20170128|00105159308|9| |1314313
6050|20170128|00105159313|12|1|1314318
6050|20170128|00105159313|11|1|1314318
6050|20170128|00105159313|9| |1314318
6050|20170128|00105159325|9| |1314333
6050|20170128|00105159325|12|1|1314333
6050|20170128|00105159325|11|1|1314333
6050|20170128|00105159334|12|1|1314344
6050|20170128|00105159334|11|1|1314344
6050|20170128|00105159334|9| |1314344
6050|20170128|00105159340|12|1|1314352
6050|20170128|00105159340|9| |1314352
6050|20170128|00105159340|11|1|1314352
6050|20170128|00105159331|12|1|1314341
6050|20170128|00105159331|11|1|1314341
6050|20170128|00105159331|9| |1314341
6050|20170128|00105159322|12|1|1314330
6050|20170128|00105159322|11|1|1314330
6050|20170128|00105159322|9| |1314330
6050|20170128|00105159347|12|1|1314359
6050|20170128|00105159347|11|1|1314359
6050|20170128|00105159347|9| |1314359
6050|20170128|00105159365|12|1|1314380
6050|20170128|00105159365|9| |1314380
6050|20170128|00105159365|11|1|1314380
6050|20170128|00105159360|12|1|1314375
6050|20170128|00105159360|11|1|1314375
6050|20170128|00105159360|9| |1314375
6050|20170128|00105159370|12|1|1314385
6050|20170128|00105159370|11|1|1314385
6050|20170128|00105159370|9| |1314385
6050|20170128|00105159378|12|1|1314393
6050|20170128|00105159378|11|1|1314393
6050|20170128|00105159378|9| |1314393
6050|20170128|00105159380|12|1|1314395
6050|20170128|00105159380|11|1|1314395
6050|20170128|00105159380|9| |1314395
6050|20170128|00105159384|12|1|1314400
6050|20170128|00105159384|9| |1314400
6050|20170128|00105159384|11|1|1314400
6050|20170128|00105159376|12|1|1314391
6050|20170128|00105159376|11|1|1314391
6050|20170128|00105159376|9| |1314391
6050|20170128|00105159386|12|1|1314402
6050|20170128|00105159386|11|1|1314402
6050|20170128|00105159386|9| |1314402
6050|20170128|00105159392|12|1|1314408
6050|20170128|00105159392|11|1|1314408
6050|20170128|00105159392|9| |1314408
6050|20170128|00105159404|12|1|1314423
6050|20170128|00105159404|11|1|1314423
6050|20170128|00105159404|9| |1314423
6050|20170128|00105159403|12|1|1314422
6050|20170128|00105159403|11|1|1314422
6050|20170128|00105159403|9| |1314422
6050|20170128|00105159411|12|1|1314430
6050|20170128|00105159411|11|1|1314430
6050|20170128|00105159411|9| |1314430
6050|20170128|00105156800|12|1|1311559
6050|20170128|00105156800|11|1|1311559
6050|20170128|00105156800|10|1|1311559
6050|20170128|00105156800|9| |1311559
6050|20170128|00105159414|12|1|1314433
6050|20170128|00105159414|11|1|1314433
6050|20170128|00105159414|9| |1314433
6050|20170128|00105159420|12|1|1314439
6050|20170128|00105159420|11|1|1314439
6050|20170128|00105159420|9| |1314439
6050|20170128|00105159421|12|1|1314440
6050|20170128|00105159421|11|1|1314440
6050|20170128|00105159421|9| |1314440
6050|20170128|00105159428|12|1|1314447
6050|20170128|00105159428|11|1|1314447
6050|20170128|00105159428|9| |1314447
6050|20170128|00105159434|12|1|1314453
6050|20170128|00105159434|9| |1314453
6050|20170128|00105159434|11|1|1314453
6050|20170128|00105159440|12|1|1314459
6050|20170128|00105159440|11|1|1314459
6050|20170128|00105159440|9| |1314459
6050|20170128|00105159444|12|1|1314463
6050|20170128|00105159444|11|1|1314463
6050|20170128|00105159444|9| |1314463
6050|20170128|00105159447|12|1|1314466
6050|20170128|00105159447|11|1|1314466
6050|20170128|00105159447|9| |1314466
6050|20170128|00105159451|12|1|1314470
6050|20170128|00105159451|11|1|1314470
6050|20170128|00105159451|9| |1314470
6050|20170128|00105159456|12|1|1314475
6050|20170128|00105159456|9| |1314475
6050|20170128|00105159456|11|1|1314475
6050|20170128|00105159446|12|1|1314465
6050|20170128|00105159446|11|1|1314465
6050|20170128|00105159446|9| |1314465
6050|20170128|00105153329|12|1|1307772
6050|20170128|00105153329|11|1|1307772
6050|20170128|00105153329|9| |1307772
6050|20170128|00105159103|12|1|1314101
6050|20170128|00105159103|11|1|1314101
6050|20170128|00105159103|9| |1314101
6050|20170128|00105159480|12|1|1314500
6050|20170128|00105159480|9| |1314500
6050|20170128|00105159480|11|1|1314500
6050|20170128|00105159473|12|1|1314492
6050|20170128|00105159473|11|1|1314492
6050|20170128|00105159473|9| |1314492
6050|20170128|00105159488|12|1|1314509
6050|20170128|00105159488|9| |1314509
6050|20170128|00105159488|11|1|1314509
6050|20170128|00105159484|12|1|1314505
6050|20170128|00105159484|11|1|1314505
6050|20170128|00105159484|9| |1314505
6050|20170128|00105159500|12|1|1314522
6050|20170128|00105159500|11|1|1314522
6050|20170128|00105159500|9| |1314522
6050|20170128|00105159501|12|1|1314523
6050|20170128|00105159501|11|1|1314523
6050|20170128|00105159501|9| |1314523
6050|20170128|00105138276|12|1|1314521
6050|20170128|00105138276|9| |1314521
6050|20170128|00105138276|11|1|1314521
6050|20170128|00105159509|12|1|1314532
6050|20170128|00105159509|11|1|1314532
6050|20170128|00105159509|9| |1314532
6050|20170128|00105159517|12|1|1314540
6050|20170128|00105159517|11|1|1314540
6050|20170128|00105159517|9| |1314540
6050|20170128|00105159519|12|1|1314542
6050|20170128|00105159519|9| |1314542
6050|20170128|00105158840|11|1|1313813
6050|20170128|00105158840|9| |1313813
6050|20170128|00105158841|12|1|1313814
6050|20170128|00105158841|11|1|1313814
6050|20170128|00105158841|9| |1313814
6050|20170128|00105158842|12|1|1313815
6050|20170128|00105158842|11|1|1313815
6050|20170128|00105158842|9| |1313815
6050|20170128|00105158861|12|1|1313834
6050|20170128|00105158861|11|1|1313834
6050|20170128|00105158861|9| |1313834
6050|20170128|00105158862|12|1|1313835
6050|20170128|00105158862|11|1|1313835
6050|20170128|00105158862|9| |1313835
6050|20170128|00105158863|12|1|1313836
6050|20170128|00105158863|11|1|1313836
6050|20170128|00105158863|9| |1313836
6050|20170128|00105158864|12|1|1313837
6050|20170128|00105158864|11|1|1313837
6050|20170128|00105158864|9| |1313837
6050|20170128|00105158880|12|1|1313854
6050|20170128|00105158880|11|1|1313854
6050|20170128|00105158880|9| |1313854
6050|20170128|00105158881|12|1|1313855
6050|20170128|00105158881|11|1|1313855
6050|20170128|00105158881|9| |1313855
6050|20170128|00105158882|12|1|1313856
6050|20170128|00105158882|12|2|1313857
6050|20170128|00105158882|11|1|1313856
6050|20170128|00105158882|9| |1313856
6050|20170128|00105158884|12|1|1313859
6050|20170128|00105158884|11|1|1313859
6050|20170128|00105158884|9| |1313859
6050|20170128|00105158900|12|1|1313878
6050|20170128|00105158900|11|1|1313878
6050|20170128|00105158900|9| |1313878
6050|20170128|00105158902|12|1|1313879
6050|20170128|00105158902|11|1|1313879
6050|20170128|00105158902|9| |1313879
6050|20170128|00105141670|12|1|1313880
6050|20170128|00105141670|9| |1313880
6050|20170128|00105141670|11|1|1313880
6050|20170128|00105158903|12|1|1313881
6050|20170128|00105158903|11|1|1313881
6050|20170128|00105158903|9| |1313881
6050|20170128|00105158904|12|1|1313882
6050|20170128|00105158904|11|1|1313882
6050|20170128|00105158904|9| |1313882
6050|20170128|00105158918|12|1|1313896
6050|20170128|00105158918|11|1|1313896
6050|20170128|00105158918|9| |1313896
6050|20170128|00105158919|12|1|1313898
6050|20170128|00105158919|11|1|1313898
6050|20170128|00105158919|9| |1313898
6050|20170128|00105158921|12|1|1313900
6050|20170128|00105158921|9| |1313900
6050|20170128|00105158921|11|1|1313900
6050|20170128|00105158922|12|1|1313901
6050|20170128|00105158922|9| |1313901
6050|20170128|00105158922|11|1|1313901
6050|20170128|00105158936|12|1|1313915
6050|20170128|00105158936|9| |1313915
6050|20170128|00105158936|11|1|1313915
6050|20170128|00105158937|12|1|1313916
6050|20170128|00105158937|11|1|1313916
6050|20170128|00105158937|9| |1313916
6050|20170128|00105137432|12|1|1313917
6050|20170128|00105137432|9| |1313917
6050|20170128|00105137432|11|1|1313917
6050|20170128|00105157296|12|1|1312105
6050|20170128|00105157296|11|1|1312105
6050|20170128|00105157296|9| |1312105
6050|20170128|00105158952|12|1|1313936
6050|20170128|00105158952|12|2|1313937
6050|20170128|00105158952|11|1|1313937
6050|20170128|00105158952|9| |1313937
6050|20170128|00105153557|12|1|1308023
6050|20170128|00105153557|11|1|1308023
6050|20170128|00105153557|9| |1308023
6050|20170128|00105158953|12|1|1313938
6050|20170128|00105158953|11|1|1313938
6050|20170128|00105158953|9| |1313938
6050|20170128|00105158956|12|1|1313941
6050|20170128|00105158956|11|1|1313941
6050|20170128|00105158956|9| |1313941
6050|20170128|00105158968|12|1|1313954
6050|20170128|00105158968|9| |1313954
6050|20170128|00105158968|11|1|1313954
6050|20170128|00105158971|12|1|1313957
6050|20170128|00105158971|11|1|1313957
6050|20170128|00105158971|9| |1313957
6050|20170128|00105158976|12|1|1313962
6050|20170128|00105158976|9| |1313962
6050|20170128|00105158976|11|1|1313962
6050|20170128|00105158977|12|1|1313963
6050|20170128|00105158977|11|1|1313963
6050|20170128|00105158977|9| |1313963
6050|20170128|00105158992|12|1|1313981
6050|20170128|00105158992|11|1|1313981
6050|20170128|00105158992|9| |1313981
6050|20170128|00105158989|12|1|1313978
6050|20170128|00105158989|11|1|1313978
6050|20170128|00105158989|9| |1313978
6050|20170128|00105158997|12|1|1313987
6050|20170128|00105158997|11|1|1313987
6050|20170128|00105158997|9| |1313987
6050|20170128|00105159013|12|1|1314003
6050|20170128|00105159013|11|1|1314003
6050|20170128|00105159013|9| |1314003
6050|20170128|00105159013|10|1|1314003
6050|20170128|00105159014|12|1|1314004
6050|20170128|00105159014|11|1|1314004
6050|20170128|00105159014|9| |1314004
6050|20170128|00105159014|10|1|1314004
6050|20170128|00105159016|12|1|1314006
6050|20170128|00105159016|11|1|1314006
6050|20170128|00105159016|9| |1314006
6050|20170128|00105158994|12|1|1313983
6050|20170128|00105158994|11|1|1313983
6050|20170128|00105158994|9| |1313983
6050|20170128|00105159026|12|1|1314018
6050|20170128|00105159026|11|1|1314018
6050|20170128|00105159026|9| |1314018
6050|20170128|00105153073|12|1|1314009
6050|20170128|00105153073|11|1|1314009
6050|20170128|00105153073|9| |1314009
6050|20170128|00105159030|12|1|1314022
6050|20170128|00105159030|11|1|1314022
6050|20170128|00105159030|9| |1314022
6050|20170128|00105159019|12|1|1314010
6050|20170128|00105159019|11|1|1314010
6050|20170128|00105159019|9| |1314010
6050|20170128|00105159049|12|1|1314043
6050|20170128|00105159049|11|1|1314043
6050|20170128|00105159049|9| |1314043
6050|20170128|00105159050|12|1|1314044
6050|20170128|00105159050|11|1|1314044
6050|20170128|00105159050|9| |1314044
6050|20170128|00105159053|12|1|1314047
6050|20170128|00105159053|11|1|1314047
6050|20170128|00105159053|9| |1314047
6050|20170128|00105159252|12|1|1314255
6050|20170128|00105159260|9| |1314263
6050|20170128|00105159262|12|1|1314265
6050|20170128|00105159262|9| |1314265
6050|20170128|00105159262|11|1|1314265
6050|20170128|00105159264|12|1|1314266
6050|20170128|00105159264|9| |1314266
6050|20170128|00105159264|11|1|1314266
6050|20170128|00105159280|12|1|1314282
6050|20170128|00105159280|11|1|1314282
6050|20170128|00105159280|9| |1314282
6050|20170128|00105159286|12|1|1314288
6050|20170128|00105159286|11|1|1314288
6050|20170128|00105159286|9| |1314288
6050|20170128|00105159287|12|1|1314289
6050|20170128|00105159287|11|1|1314289
6050|20170128|00105159287|9| |1314289
6050|20170128|00105159249|12|1|1314252
6050|20170128|00105159249|11|1|1314252
6050|20170128|00105159249|9| |1314252
6050|20170128|00105159288|12|1|1314290
6050|20170128|00105159288|9| |1314290
6050|20170128|00105159288|11|1|1314290
6050|20170128|00105159306|12|1|1314311
6050|20170128|00105159306|11|1|1314311
6050|20170128|00105159306|9| |1314311
6050|20170128|00105159285|12|1|1314287
6050|20170128|00105159285|11|1|1314287
6050|20170128|00105159285|9| |1314287
6050|20170128|00105159299|12|1|1314304
6050|20170128|00105159299|11|1|1314304
6050|20170128|00105159299|9| |1314304
6050|20170128|00105159304|12|1|1314309
6050|20170128|00105159304|11|1|1314309
6050|20170128|00105159304|9| |1314309
6050|20170128|00105159327|12|1|1314336
6050|20170128|00105159327|11|1|1314336
6050|20170128|00105159327|9| |1314336
6050|20170128|00105159328|12|1|1314337
6050|20170128|00105159328|11|1|1314338
6050|20170128|00105159328|9| |1314338
6050|20170128|00105159335|12|1|1314346
6050|20170128|00105159335|11|1|1314346
6050|20170128|00105159335|9| |1314346
6050|20170128|00105159351|12|1|1314364
6050|20170128|00105159351|11|1|1314364
6050|20170128|00105159351|9| |1314364
6050|20170128|00105159357|12|1|1314372
6050|20170128|00105159357|11|1|1314372
6050|20170128|00105159357|9| |1314372
6050|20170128|00105159358|12|1|1314373
6050|20170128|00105159358|11|1|1314373
6050|20170128|00105159358|9| |1314373
6050|20170128|00105159359|12|1|1314374
6050|20170128|00105159359|9| |1314374
6050|20170128|00105159359|11|1|1314374
6050|20170128|00105159362|12|1|1314377
6050|20170128|00105159362|11|1|1314377
6050|20170128|00105159362|9| |1314377
6050|20170128|00105159379|12|1|1314394
6050|20170128|00105159379|11|1|1314394
6050|20170128|00105159379|9| |1314394
6050|20170128|00105159381|12|1|1314396
6050|20170128|00105159381|11|1|1314396
6050|20170128|00105159381|9| |1314396
6050|20170128|00105159361|12|1|1314376
6050|20170128|00105159361|11|1|1314376
6050|20170128|00105159361|9| |1314376
6050|20170128|00105159382|12|1|1314397
6050|20170128|00105159382|11|1|1314397
6050|20170128|00105159382|9| |1314397
6050|20170128|00105159395|12|1|1314412
6050|20170128|00105159395|9| |1314412
6050|20170128|00105159395|11|1|1314412
6050|20170128|00105159398|12|1|1314416
6050|20170128|00105159398|11|1|1314416
6050|20170128|00105159398|9| |1314416
6050|20170128|00105159400|12|1|1314419
6050|20170128|00105159400|11|1|1314419
6050|20170128|00105159400|9| |1314419
6050|20170128|00105159401|9| |1314420
6050|20170128|00105159401|12|1|1314420
6050|20170128|00105159401|11|1|1314420
6050|20170128|00105159416|12|1|1314435
6050|20170128|00105159416|11|1|1314435
6050|20170128|00105159416|9| |1314435
6050|20170128|00105159415|12|1|1314434
6050|20170128|00105159415|11|1|1314434
6050|20170128|00105159415|9| |1314434
6050|20170128|00105159417|12|1|1314436
6050|20170128|00105159417|11|1|1314436
6050|20170128|00105159417|9| |1314436
6050|20170128|00105159418|12|1|1314437
6050|20170128|00105159418|11|1|1314437
6050|20170128|00105159418|9| |1314437
6050|20170128|00105159431|12|1|1314450
6050|20170128|00105159431|11|1|1314450
6050|20170128|00105159431|9| |1314450
6050|20170128|00105159435|12|1|1314454
6050|20170128|00105159435|11|1|1314454
6050|20170128|00105159435|9| |1314454
6050|20170128|00105159437|12|1|1314456
6050|20170128|00105159437|9| |1314456
6050|20170128|00105159437|11|1|1314456
6050|20170128|00105159436|12|1|1314455
6050|20170128|00105159436|11|1|1314455
6050|20170128|00105159436|9| |1314455
6050|20170128|00105159439|12|1|1314458
6050|20170128|00105159439|11|1|1314458
6050|20170128|00105159439|9| |1314458
6050|20170128|00105159455|12|1|1314474
6050|20170128|00105159455|9| |1314474
6050|20170128|00105159455|11|1|1314474
6050|20170128|00105159458|12|1|1314477
6050|20170128|00105159458|9| |1314477
6050|20170128|00105159458|11|1|1314477
6050|20170128|00105159457|12|1|1314476
6050|20170128|00105159457|11|1|1314476
6050|20170128|00105159457|9| |1314476
6050|20170128|00105159452|12|1|1314471
6050|20170128|00105159452|11|1|1314471
6050|20170128|00105159452|9| |1314471
6050|20170128|00105159474|12|1|1314493
6050|20170128|00105159474|9| |1314493
6050|20170128|00105159474|11|1|1314493
6050|20170128|00105159476|12|1|1314496
6050|20170128|00105159476|11|1|1314496
6050|20170128|00105159476|9| |1314496
6050|20170128|00105159477|12|1|1314497
6050|20170128|00105159477|9| |1314497
6050|20170128|00105159477|11|1|1314497
6050|20170128|00105159432|12|1|1314451
6050|20170128|00105159432|11|1|1314451
6050|20170128|00105159432|9| |1314451
6050|20170128|00105159491|12|1|1314512
6050|20170128|00105159491|11|1|1314512
6050|20170128|00105159491|9| |1314512
6050|20170128|00105159493|12|1|1314514
6050|20170128|00105159493|11|1|1314514
6050|20170128|00105159493|9| |1314514
6050|20170128|00105159494|12|1|1314515
6050|20170128|00105159494|9| |1314515
6050|20170128|00105159494|11|1|1314515
6050|20170128|00105159519|11|1|1314542
6050|20170128|00105159528|12|1|1314551
6050|20170128|00105159528|11|1|1314551
6050|20170128|00105159528|9| |1314551
6050|20170128|00105159531|12|1|1314554
6050|20170128|00105159531|11|1|1314554
6050|20170128|00105159531|9| |1314554
6050|20170128|00105159539|12|1|1314562
6050|20170128|00105159539|9| |1314562
6050|20170128|00105159539|11|1|1314562
6050|20170128|00105159540|9| |1314563
6050|20170128|00105159540|12|1|1314563
6050|20170128|00105159540|11|1|1314563
6050|20170128|00105159550|12|1|1314573
6050|20170128|00105159550|11|1|1314573
6050|20170128|00105159550|9| |1314573
6050|20170128|00105159546|12|1|1314569
6050|20170128|00105159546|11|1|1314569
6050|20170128|00105159546|9| |1314569
6050|20170128|00105159561|12|1|1314584
6050|20170128|00105159561|9| |1314584
6050|20170128|00105159561|11|1|1314584
6050|20170128|00105159563|12|1|1314586
6050|20170128|00105159563|11|1|1314586
6050|20170128|00105159563|9| |1314586
6050|20170128|00105159573|12|1|1314596
6050|20170128|00105159573|9| |1314596
6050|20170128|00105159573|11|1|1314596
6050|20170128|00105159575|12|1|1314598
6050|20170128|00105159575|11|1|1314598
6050|20170128|00105159575|9| |1314598
6050|20170128|00105159583|12|1|1314606
6050|20170128|00105159583|11|1|1314606
6050|20170128|00105159583|9| |1314606
6050|20170128|00105159587|12|2|1314611
6050|20170128|00105159587|12|1|1314612
6050|20170128|00105159587|9| |1314612
